source,task,ctx,trial_or_sample,policy,budget,sal_ms,gen_ms,tokens_per_sec,vram_sal_mb,vram_gen_mb
longbench,narrativeqa,4096,7,H2O,256,2221.0,5769.3,16.81,6954.6,6037.1
longbench,narrativeqa,4096,7,H2O,512,2221.0,2844.4,15.47,6954.6,6078.7
longbench,narrativeqa,4096,7,KiaOmni_σ8,98,2221.0,5794.9,16.57,6954.6,6011.5
longbench,narrativeqa,4096,7,KiaOmni_σ8,128,2221.0,5815.7,16.51,6954.6,6016.4
longbench,narrativeqa,4096,7,KiaOmni_σ8,256,2221.0,4309.2,16.24,6954.6,6037.1
longbench,narrativeqa,4096,7,KiaOmni_σ8,512,2221.0,5860.5,16.38,6954.6,6078.7
longbench,narrativeqa,4096,7,KiaOmni_Gaussian,98,2221.0,4440.0,16.44,6954.6,6011.5
longbench,narrativeqa,4096,7,KiaOmni_Gaussian,128,2221.0,5365.1,16.4,6954.6,6016.4
longbench,narrativeqa,4096,7,KiaOmni_Gaussian,256,2221.0,5805.3,16.54,6954.6,6037.1
longbench,narrativeqa,4096,7,KiaOmni_Gaussian,512,2221.0,2977.1,15.45,6954.6,6078.7
longbench,narrativeqa,4096,8,FullContext,98,2140.2,4113.1,12.16,6924.1,6550.6
longbench,narrativeqa,4096,8,FullContext,128,2140.2,4113.1,12.16,6924.1,6550.6
longbench,narrativeqa,4096,8,FullContext,256,2140.2,4113.1,12.16,6924.1,6550.6
longbench,narrativeqa,4096,8,FullContext,512,2140.2,4113.1,12.16,6924.1,6550.6
longbench,narrativeqa,4096,8,BlockSal,98,2140.2,3102.8,16.11,6924.1,6011.2
longbench,narrativeqa,4096,8,BlockSal,128,2140.2,1640.1,15.24,6924.1,6016.4
longbench,narrativeqa,4096,8,BlockSal,256,2140.2,4232.5,16.07,6924.1,6037.1
longbench,narrativeqa,4096,8,BlockSal,512,2140.2,1586.5,14.5,6924.1,6078.7
longbench,narrativeqa,4096,8,SnapKV,98,2140.2,1584.1,15.15,6924.1,6003.5
longbench,narrativeqa,4096,8,SnapKV,128,2140.2,1572.8,15.26,6924.1,6004.5
longbench,narrativeqa,4096,8,SnapKV,256,2140.2,3357.7,15.78,6924.1,6020.3
longbench,narrativeqa,4096,8,SnapKV,512,2140.2,1128.9,14.17,6924.1,6041.4
longbench,narrativeqa,4096,8,AdaSnapKV,98,2140.2,2360.4,15.68,6924.1,6015.7
longbench,narrativeqa,4096,8,AdaSnapKV,128,2140.2,2844.6,15.82,6924.1,6021.9
longbench,narrativeqa,4096,8,AdaSnapKV,256,2140.2,3647.9,15.9,6924.1,6048.3
longbench,narrativeqa,4096,8,AdaSnapKV,512,2140.2,1778.5,14.06,6924.1,6101.3
longbench,narrativeqa,4096,8,H2O,98,2140.2,1409.9,14.89,6924.1,6011.5
longbench,narrativeqa,4096,8,H2O,128,2140.2,5342.0,16.1,6924.1,6016.4
longbench,narrativeqa,4096,8,H2O,256,2140.2,3587.4,15.89,6924.1,6037.1
longbench,narrativeqa,4096,8,H2O,512,2140.2,2128.5,14.56,6924.1,6078.7
longbench,narrativeqa,4096,8,KiaOmni_σ8,98,2140.2,3713.1,16.16,6924.1,6011.5
longbench,narrativeqa,4096,8,KiaOmni_σ8,128,2140.2,2591.4,15.82,6924.1,6016.4
longbench,narrativeqa,4096,8,KiaOmni_σ8,256,2140.2,3153.7,15.85,6924.1,6037.1
longbench,narrativeqa,4096,8,KiaOmni_σ8,512,2140.2,1590.8,14.46,6924.1,6078.7
longbench,narrativeqa,4096,8,KiaOmni_Gaussian,98,2140.2,1702.8,15.27,6924.1,6011.5
longbench,narrativeqa,4096,8,KiaOmni_Gaussian,128,2140.2,2636.0,15.55,6924.1,6016.4
longbench,narrativeqa,4096,8,KiaOmni_Gaussian,256,2140.2,3926.9,15.79,6924.1,6037.1
longbench,narrativeqa,4096,8,KiaOmni_Gaussian,512,2140.2,1572.7,13.99,6924.1,6078.7
longbench,narrativeqa,4096,9,FullContext,98,2151.7,3402.3,10.87,6949.0,6563.6
longbench,narrativeqa,4096,9,FullContext,128,2151.7,3402.3,10.87,6949.0,6563.6
longbench,narrativeqa,4096,9,FullContext,256,2151.7,3402.3,10.87,6949.0,6563.6
longbench,narrativeqa,4096,9,FullContext,512,2151.7,3402.3,10.87,6949.0,6563.6
longbench,narrativeqa,4096,9,BlockSal,98,2151.7,5819.9,16.5,6949.0,6011.2
longbench,narrativeqa,4096,9,BlockSal,128,2151.7,5827.5,16.47,6949.0,6016.4
longbench,narrativeqa,4096,9,BlockSal,256,2151.7,1659.4,15.07,6949.0,6037.1
longbench,narrativeqa,4096,9,BlockSal,512,2151.7,5884.9,16.31,6949.0,6078.7
longbench,narrativeqa,4096,9,SnapKV,98,2151.7,5878.4,16.33,6949.0,6003.5
longbench,narrativeqa,4096,9,SnapKV,128,2151.7,4035.5,16.11,6949.0,6004.5
longbench,narrativeqa,4096,9,SnapKV,256,2151.7,5850.5,16.41,6949.0,6015.1
longbench,narrativeqa,4096,9,SnapKV,512,2151.7,3085.9,15.88,6949.0,6031.5
longbench,narrativeqa,4096,9,AdaSnapKV,98,2151.7,2437.8,15.59,6949.0,6016.4
longbench,narrativeqa,4096,9,AdaSnapKV,128,2151.7,5880.7,16.32,6949.0,6022.7
longbench,narrativeqa,4096,9,AdaSnapKV,256,2151.7,5864.9,16.37,6949.0,6050.0
longbench,narrativeqa,4096,9,AdaSnapKV,512,2151.7,3451.8,15.35,6949.0,6104.3
longbench,narrativeqa,4096,9,H2O,98,2151.7,4222.3,16.1,6949.0,6011.5
longbench,narrativeqa,4096,9,H2O,128,2151.7,2431.9,15.63,6949.0,6016.4
longbench,narrativeqa,4096,9,H2O,256,2151.7,4784.3,16.3,6949.0,6037.1
longbench,narrativeqa,4096,9,H2O,512,2151.7,2970.9,15.15,6949.0,6078.7
longbench,narrativeqa,4096,9,KiaOmni_σ8,98,2151.7,3849.6,16.11,6949.0,6011.5
longbench,narrativeqa,4096,9,KiaOmni_σ8,128,2151.7,3665.2,16.1,6949.0,6016.4
longbench,narrativeqa,4096,9,KiaOmni_σ8,256,2151.7,5923.7,16.21,6949.0,6037.1
longbench,narrativeqa,4096,9,KiaOmni_σ8,512,2151.7,3048.8,15.42,6949.0,6078.7
longbench,narrativeqa,4096,9,KiaOmni_Gaussian,98,2151.7,4205.5,16.17,6949.0,6011.5
longbench,narrativeqa,4096,9,KiaOmni_Gaussian,128,2151.7,5864.5,16.37,6949.0,6016.4
longbench,narrativeqa,4096,9,KiaOmni_Gaussian,256,2151.7,5864.8,16.37,6949.0,6037.1
longbench,narrativeqa,4096,9,KiaOmni_Gaussian,512,2151.7,5867.3,16.36,6949.0,6078.7
longbench,narrativeqa,4096,10,FullContext,98,2150.2,6742.1,14.24,6933.1,6555.3
longbench,narrativeqa,4096,10,FullContext,128,2150.2,6742.1,14.24,6933.1,6555.3
longbench,narrativeqa,4096,10,FullContext,256,2150.2,6742.1,14.24,6933.1,6555.3
longbench,narrativeqa,4096,10,FullContext,512,2150.2,6742.1,14.24,6933.1,6555.3
longbench,narrativeqa,4096,10,BlockSal,98,2150.2,4781.9,16.31,6933.1,6011.2
longbench,narrativeqa,4096,10,BlockSal,128,2150.2,3071.3,15.95,6933.1,6016.4
longbench,narrativeqa,4096,10,BlockSal,256,2150.2,4833.6,16.14,6933.1,6037.1
longbench,narrativeqa,4096,10,BlockSal,512,2150.2,4419.7,15.84,6933.1,6078.7
longbench,narrativeqa,4096,10,SnapKV,98,2150.2,2987.4,15.73,6933.1,6003.5
longbench,narrativeqa,4096,10,SnapKV,128,2150.2,5952.5,16.13,6933.1,6004.8
longbench,narrativeqa,4096,10,SnapKV,256,2150.2,3465.5,16.16,6933.1,6017.5
longbench,narrativeqa,4096,10,SnapKV,512,2150.2,5874.7,16.34,6933.1,6040.2
longbench,narrativeqa,4096,10,AdaSnapKV,98,2150.2,2974.3,15.8,6933.1,6017.7
longbench,narrativeqa,4096,10,AdaSnapKV,128,2150.2,4250.5,16.0,6933.1,6024.5
longbench,narrativeqa,4096,10,AdaSnapKV,256,2150.2,1553.3,14.81,6933.1,6053.4
longbench,narrativeqa,4096,10,AdaSnapKV,512,2150.2,5879.2,16.33,6933.1,6111.2
longbench,narrativeqa,4096,10,H2O,98,2150.2,2396.7,15.86,6933.1,6011.5
longbench,narrativeqa,4096,10,H2O,128,2150.2,3107.2,16.09,6933.1,6016.4
longbench,narrativeqa,4096,10,H2O,256,2150.2,2760.9,15.94,6933.1,6037.1
longbench,narrativeqa,4096,10,H2O,512,2150.2,1607.4,14.31,6933.1,6078.7
longbench,narrativeqa,4096,10,KiaOmni_σ8,98,2150.2,4533.9,16.32,6933.1,6011.5
longbench,narrativeqa,4096,10,KiaOmni_σ8,128,2150.2,4725.0,16.3,6933.1,6016.4
longbench,narrativeqa,4096,10,KiaOmni_σ8,256,2150.2,3614.9,16.04,6933.1,6037.1
longbench,narrativeqa,4096,10,KiaOmni_σ8,512,2150.2,5885.7,16.31,6933.1,6078.7
longbench,narrativeqa,4096,10,KiaOmni_Gaussian,98,2150.2,3662.7,16.38,6933.1,6011.5
longbench,narrativeqa,4096,10,KiaOmni_Gaussian,128,2150.2,4638.2,16.39,6933.1,6016.4
longbench,narrativeqa,4096,10,KiaOmni_Gaussian,256,2150.2,2259.8,15.49,6933.1,6037.1
longbench,narrativeqa,4096,10,KiaOmni_Gaussian,512,2150.2,5923.1,16.21,6933.1,6078.7
longbench,narrativeqa,4096,11,FullContext,98,2145.2,6805.8,14.11,6919.1,6548.0
longbench,narrativeqa,4096,11,FullContext,128,2145.2,6805.8,14.11,6919.1,6548.0
longbench,narrativeqa,4096,11,FullContext,256,2145.2,6805.8,14.11,6919.1,6548.0
longbench,narrativeqa,4096,11,FullContext,512,2145.2,6805.8,14.11,6919.1,6548.0
longbench,narrativeqa,4096,11,BlockSal,98,2145.2,5439.1,16.36,6919.1,6011.2
longbench,narrativeqa,4096,11,BlockSal,128,2145.2,4670.0,16.27,6919.1,6016.4
longbench,narrativeqa,4096,11,BlockSal,256,2145.2,5779.8,16.61,6919.1,6037.1
longbench,narrativeqa,4096,11,BlockSal,512,2145.2,4270.4,15.92,6919.1,6077.9
longbench,narrativeqa,4096,11,SnapKV,98,2145.2,3027.1,16.19,6919.1,6003.5
longbench,narrativeqa,4096,11,SnapKV,128,2145.2,5779.7,16.61,6919.1,6004.5
longbench,narrativeqa,4096,11,SnapKV,256,2145.2,4697.9,15.96,6919.1,6017.0
longbench,narrativeqa,4096,11,SnapKV,512,2145.2,4632.2,16.19,6919.1,6032.6
longbench,narrativeqa,4096,11,AdaSnapKV,98,2145.2,3510.9,15.95,6919.1,6018.1
longbench,narrativeqa,4096,11,AdaSnapKV,128,2145.2,4736.9,16.26,6919.1,6025.0
longbench,narrativeqa,4096,11,AdaSnapKV,256,2145.2,3873.7,16.01,6919.1,6054.5
longbench,narrativeqa,4096,11,AdaSnapKV,512,2145.2,2795.2,15.03,6919.1,6113.4
longbench,narrativeqa,4096,11,H2O,98,2145.2,5482.7,16.42,6919.1,6011.5
longbench,narrativeqa,4096,11,H2O,128,2145.2,3542.5,16.09,6919.1,6016.4
longbench,narrativeqa,4096,11,H2O,256,2145.2,5875.6,16.34,6919.1,6037.1
longbench,narrativeqa,4096,11,H2O,512,2145.2,4257.0,15.74,6919.1,6078.7
longbench,narrativeqa,4096,11,KiaOmni_σ8,98,2145.2,3889.0,16.2,6919.1,6011.5
longbench,narrativeqa,4096,11,KiaOmni_σ8,128,2145.2,4518.5,16.16,6919.1,6016.4
longbench,narrativeqa,4096,11,KiaOmni_σ8,256,2145.2,3541.3,15.81,6919.1,6037.1
longbench,narrativeqa,4096,11,KiaOmni_σ8,512,2145.2,2973.7,15.47,6919.1,6078.7
longbench,narrativeqa,4096,11,KiaOmni_Gaussian,98,2145.2,3701.7,15.94,6919.1,6011.5
longbench,narrativeqa,4096,11,KiaOmni_Gaussian,128,2145.2,4931.0,16.22,6919.1,6016.4
longbench,narrativeqa,4096,11,KiaOmni_Gaussian,256,2145.2,5274.9,16.3,6919.1,6037.1
longbench,narrativeqa,4096,11,KiaOmni_Gaussian,512,2145.2,3225.6,15.5,6919.1,6078.7
longbench,narrativeqa,4096,12,FullContext,98,2143.1,6776.0,14.17,6948.1,6563.1
longbench,narrativeqa,4096,12,FullContext,128,2143.1,6776.0,14.17,6948.1,6563.1
longbench,narrativeqa,4096,12,FullContext,256,2143.1,6776.0,14.17,6948.1,6563.1
longbench,narrativeqa,4096,12,FullContext,512,2143.1,6776.0,14.17,6948.1,6563.1
longbench,narrativeqa,4096,12,BlockSal,98,2143.1,3836.7,16.16,6948.1,6011.2
longbench,narrativeqa,4096,12,BlockSal,128,2143.1,5770.9,16.64,6948.1,6016.4
longbench,narrativeqa,4096,12,BlockSal,256,2143.1,5608.7,16.22,6948.1,6037.1
longbench,narrativeqa,4096,12,BlockSal,512,2143.1,3606.9,15.8,6948.1,6077.4
longbench,narrativeqa,4096,12,SnapKV,98,2143.1,3455.2,16.21,6948.1,6003.5
longbench,narrativeqa,4096,12,SnapKV,128,2143.1,2148.0,15.83,6948.1,6004.8
longbench,narrativeqa,4096,12,SnapKV,256,2143.1,5782.1,16.6,6948.1,6022.2
longbench,narrativeqa,4096,12,SnapKV,512,2143.1,2217.4,15.33,6948.1,6039.9
longbench,narrativeqa,4096,12,AdaSnapKV,98,2143.1,4961.8,16.32,6948.1,6018.0
longbench,narrativeqa,4096,12,AdaSnapKV,128,2143.1,5773.4,16.63,6948.1,6025.0
longbench,narrativeqa,4096,12,AdaSnapKV,256,2143.1,3607.9,16.08,6948.1,6054.3
longbench,narrativeqa,4096,12,AdaSnapKV,512,2143.1,5910.2,16.24,6948.1,6113.3
longbench,narrativeqa,4096,12,H2O,98,2143.1,2180.4,15.59,6948.1,6011.5
longbench,narrativeqa,4096,12,H2O,128,2143.1,5859.7,16.38,6948.1,6016.4
longbench,narrativeqa,4096,12,H2O,256,2143.1,5778.6,16.61,6948.1,6037.1
longbench,narrativeqa,4096,12,H2O,512,2143.1,3908.4,15.86,6948.1,6078.7
longbench,narrativeqa,4096,12,KiaOmni_σ8,98,2143.1,4183.3,16.25,6948.1,6011.5
longbench,narrativeqa,4096,12,KiaOmni_σ8,128,2143.1,5746.9,16.7,6948.1,6016.4
longbench,narrativeqa,4096,12,KiaOmni_σ8,256,2143.1,3483.5,16.08,6948.1,6037.1
longbench,narrativeqa,4096,12,KiaOmni_σ8,512,2143.1,3060.0,15.69,6948.1,6078.7
longbench,narrativeqa,4096,12,KiaOmni_Gaussian,98,2143.1,5216.7,16.29,6948.1,6011.5
longbench,narrativeqa,4096,12,KiaOmni_Gaussian,128,2143.1,5816.4,16.51,6948.1,6016.4
longbench,narrativeqa,4096,12,KiaOmni_Gaussian,256,2143.1,3830.6,15.92,6948.1,6037.1
longbench,narrativeqa,4096,12,KiaOmni_Gaussian,512,2143.1,5856.2,16.39,6948.1,6078.7
longbench,narrativeqa,4096,13,FullContext,98,2139.4,4123.8,12.12,6929.1,6553.2
longbench,narrativeqa,4096,13,FullContext,128,2139.4,4123.8,12.12,6929.1,6553.2
longbench,narrativeqa,4096,13,FullContext,256,2139.4,4123.8,12.12,6929.1,6553.2
longbench,narrativeqa,4096,13,FullContext,512,2139.4,4123.8,12.12,6929.1,6553.2
longbench,narrativeqa,4096,13,BlockSal,98,2139.4,1789.9,15.64,6929.1,6011.2
longbench,narrativeqa,4096,13,BlockSal,128,2139.4,1790.6,15.64,6929.1,6016.4
longbench,narrativeqa,4096,13,BlockSal,256,2139.4,5248.9,16.19,6929.1,6037.1
longbench,narrativeqa,4096,13,BlockSal,512,2139.4,4707.2,15.93,6929.1,6078.7
longbench,narrativeqa,4096,13,SnapKV,98,2139.4,3527.4,16.16,6929.1,6003.5
longbench,narrativeqa,4096,13,SnapKV,128,2139.4,5726.9,16.76,6929.1,6004.7
longbench,narrativeqa,4096,13,SnapKV,256,2139.4,5216.6,16.1,6929.1,6019.8
longbench,narrativeqa,4096,13,SnapKV,512,2139.4,5832.3,16.46,6929.1,6035.5
longbench,narrativeqa,4096,13,AdaSnapKV,98,2139.4,5824.1,16.48,6929.1,6017.0
longbench,narrativeqa,4096,13,AdaSnapKV,128,2139.4,5819.0,16.5,6929.1,6023.7
longbench,narrativeqa,4096,13,AdaSnapKV,256,2139.4,5777.3,16.62,6929.1,6051.9
longbench,narrativeqa,4096,13,AdaSnapKV,512,2139.4,1226.6,13.04,6929.1,6108.2
longbench,narrativeqa,4096,13,H2O,98,2139.4,2793.5,16.11,6929.1,6011.5
longbench,narrativeqa,4096,13,H2O,128,2139.4,5646.2,16.47,6929.1,6016.4
longbench,narrativeqa,4096,13,H2O,256,2139.4,5260.3,16.35,6929.1,6037.1
longbench,narrativeqa,4096,13,H2O,512,2139.4,5111.6,16.04,6929.1,6078.7
longbench,narrativeqa,4096,13,KiaOmni_σ8,98,2139.4,1807.8,15.49,6929.1,6011.5
longbench,narrativeqa,4096,13,KiaOmni_σ8,128,2139.4,1977.6,15.68,6929.1,6016.4
longbench,narrativeqa,4096,13,KiaOmni_σ8,256,2139.4,3853.0,16.09,6929.1,6037.1
longbench,narrativeqa,4096,13,KiaOmni_σ8,512,2139.4,5909.1,16.25,6929.1,6078.7
longbench,narrativeqa,4096,13,KiaOmni_Gaussian,98,2139.4,4485.8,16.27,6929.1,6011.5
longbench,narrativeqa,4096,13,KiaOmni_Gaussian,128,2139.4,5808.4,16.53,6929.1,6016.4
longbench,narrativeqa,4096,13,KiaOmni_Gaussian,256,2139.4,5822.8,16.49,6929.1,6037.1
longbench,narrativeqa,4096,13,KiaOmni_Gaussian,512,2139.4,4010.6,15.71,6929.1,6078.7
longbench,narrativeqa,4096,14,FullContext,98,2103.2,3627.8,11.58,6927.8,6552.5
longbench,narrativeqa,4096,14,FullContext,128,2103.2,3627.8,11.58,6927.8,6552.5
longbench,narrativeqa,4096,14,FullContext,256,2103.2,3627.8,11.58,6927.8,6552.5
longbench,narrativeqa,4096,14,FullContext,512,2103.2,3627.8,11.58,6927.8,6552.5
longbench,narrativeqa,4096,14,BlockSal,98,2103.2,4737.4,16.04,6927.8,6011.2
longbench,narrativeqa,4096,14,BlockSal,128,2103.2,3579.9,15.92,6927.8,6016.4
longbench,narrativeqa,4096,14,BlockSal,256,2103.2,3150.9,15.87,6927.8,6035.7
longbench,narrativeqa,4096,14,BlockSal,512,2103.2,3248.2,15.39,6927.8,6077.2
longbench,narrativeqa,4096,14,SnapKV,98,2103.2,5753.4,16.69,6927.8,6003.5
longbench,narrativeqa,4096,14,SnapKV,128,2103.2,3050.6,16.06,6927.8,6004.5
longbench,narrativeqa,4096,14,SnapKV,256,2103.2,3688.8,15.99,6927.8,6017.3
longbench,narrativeqa,4096,14,SnapKV,512,2103.2,3032.0,15.83,6927.8,6031.6
longbench,narrativeqa,4096,14,AdaSnapKV,98,2103.2,3540.8,16.1,6927.8,6017.3
longbench,narrativeqa,4096,14,AdaSnapKV,128,2103.2,1986.5,15.61,6927.8,6024.0
longbench,narrativeqa,4096,14,AdaSnapKV,256,2103.2,2183.2,15.12,6927.8,6052.4
longbench,narrativeqa,4096,14,AdaSnapKV,512,2103.2,2349.9,14.89,6927.8,6109.2
longbench,narrativeqa,4096,14,H2O,98,2103.2,1805.1,15.51,6927.8,6011.5
longbench,narrativeqa,4096,14,H2O,128,2103.2,3910.2,16.11,6927.8,6016.4
longbench,narrativeqa,4096,14,H2O,256,2103.2,2501.7,15.59,6927.8,6037.1
longbench,narrativeqa,4096,14,H2O,512,2103.2,3251.2,15.38,6927.8,6078.7
longbench,narrativeqa,4096,14,KiaOmni_σ8,98,2103.2,1705.0,15.25,6927.8,6011.5
longbench,narrativeqa,4096,14,KiaOmni_σ8,128,2103.2,5502.9,16.35,6927.8,6016.4
longbench,narrativeqa,4096,14,KiaOmni_σ8,256,2103.2,4120.2,16.02,6927.8,6037.1
longbench,narrativeqa,4096,14,KiaOmni_σ8,512,2103.2,3770.0,15.65,6927.8,6078.7
longbench,narrativeqa,4096,14,KiaOmni_Gaussian,98,2103.2,4180.0,16.27,6927.8,6011.5
longbench,narrativeqa,4096,14,KiaOmni_Gaussian,128,2103.2,2576.9,15.91,6927.8,6016.4
longbench,narrativeqa,4096,14,KiaOmni_Gaussian,256,2103.2,4337.0,16.14,6927.8,6037.1
longbench,narrativeqa,4096,14,KiaOmni_Gaussian,512,2103.2,4301.9,15.57,6927.8,6078.7
longbench,narrativeqa,8192,0,FullContext,98,4859.4,7270.4,11.55,8029.2,7255.1
longbench,narrativeqa,8192,0,FullContext,128,4859.4,7270.4,11.55,8029.2,7255.1
longbench,narrativeqa,8192,0,FullContext,256,4859.4,7270.4,11.55,8029.2,7255.1
longbench,narrativeqa,8192,0,FullContext,512,4859.4,7270.4,11.55,8029.2,7255.1
longbench,narrativeqa,8192,0,BlockSal,98,4859.4,4668.8,16.49,8029.2,6011.2
longbench,narrativeqa,8192,0,BlockSal,128,4859.4,5785.7,16.59,8029.2,6016.4
longbench,narrativeqa,8192,0,BlockSal,256,4859.4,662.5,12.08,8029.2,6037.2
longbench,narrativeqa,8192,0,BlockSal,512,4859.4,1310.3,13.74,8029.2,6078.7
longbench,narrativeqa,8192,0,SnapKV,98,4859.4,3799.2,16.32,8029.2,6003.6
longbench,narrativeqa,8192,0,SnapKV,128,4859.4,1599.9,15.63,8029.2,6004.7
longbench,narrativeqa,8192,0,SnapKV,256,4859.4,3679.8,16.03,8029.2,6020.1
longbench,narrativeqa,8192,0,SnapKV,512,4859.4,1577.0,15.22,8029.2,6043.7
longbench,narrativeqa,8192,0,AdaSnapKV,98,4859.4,3607.2,16.08,8029.2,6018.0
longbench,narrativeqa,8192,0,AdaSnapKV,128,4859.4,3198.5,15.94,8029.2,6024.8
longbench,narrativeqa,8192,0,AdaSnapKV,256,4859.4,713.5,12.61,8029.2,6054.2
longbench,narrativeqa,8192,0,AdaSnapKV,512,4859.4,5132.0,15.78,8029.2,6113.0
longbench,narrativeqa,8192,0,H2O,98,4859.4,3421.9,16.07,8029.2,6011.5
longbench,narrativeqa,8192,0,H2O,128,4859.4,1826.0,15.33,8029.2,6016.4
longbench,narrativeqa,8192,0,H2O,256,4859.4,4211.1,16.15,8029.2,6037.2
longbench,narrativeqa,8192,0,H2O,512,4859.4,1230.8,13.81,8029.2,6078.7
longbench,narrativeqa,8192,0,KiaOmni_σ8,98,4859.4,2835.7,15.87,8029.2,6011.5
longbench,narrativeqa,8192,0,KiaOmni_σ8,128,4859.4,2861.3,16.08,8029.2,6016.4
longbench,narrativeqa,8192,0,KiaOmni_σ8,256,4859.4,590.8,11.85,8029.2,6037.2
longbench,narrativeqa,8192,0,KiaOmni_σ8,512,4859.4,1437.3,13.91,8029.2,6078.7
longbench,narrativeqa,8192,0,KiaOmni_Gaussian,98,4859.4,2784.9,15.8,8029.2,6011.5
longbench,narrativeqa,8192,0,KiaOmni_Gaussian,128,4859.4,5351.5,16.44,8029.2,6016.4
longbench,narrativeqa,8192,0,KiaOmni_Gaussian,256,4859.4,1899.5,15.27,8029.2,6037.2
longbench,narrativeqa,8192,0,KiaOmni_Gaussian,512,4859.4,1254.1,13.56,8029.2,6078.7
longbench,narrativeqa,8192,1,FullContext,98,5056.1,7955.6,12.07,8070.3,7281.5
longbench,narrativeqa,8192,1,FullContext,128,5056.1,7955.6,12.07,8070.3,7281.5
longbench,narrativeqa,8192,1,FullContext,256,5056.1,7955.6,12.07,8070.3,7281.5
longbench,narrativeqa,8192,1,FullContext,512,5056.1,7955.6,12.07,8070.3,7281.5
longbench,narrativeqa,8192,1,BlockSal,98,5056.1,3711.2,15.9,8070.3,6011.2
longbench,narrativeqa,8192,1,BlockSal,128,5056.1,3978.1,16.09,8070.3,6016.4
longbench,narrativeqa,8192,1,BlockSal,256,5056.1,4577.2,16.17,8070.3,6037.2
longbench,narrativeqa,8192,1,BlockSal,512,5056.1,3866.5,15.78,8070.3,6078.7
longbench,narrativeqa,8192,1,SnapKV,98,5056.1,2779.2,15.83,8070.3,6003.6
longbench,narrativeqa,8192,1,SnapKV,128,5056.1,5827.4,16.47,8070.3,6004.5
longbench,narrativeqa,8192,1,SnapKV,256,5056.1,3950.4,16.2,8070.3,6019.3
longbench,narrativeqa,8192,1,SnapKV,512,5056.1,2325.7,15.48,8070.3,6044.5
longbench,narrativeqa,8192,1,AdaSnapKV,98,5056.1,2200.6,15.45,8070.3,6013.5
longbench,narrativeqa,8192,1,AdaSnapKV,128,5056.1,5841.8,16.43,8070.3,6018.8
longbench,narrativeqa,8192,1,AdaSnapKV,256,5056.1,2183.1,15.57,8070.3,6042.2
longbench,narrativeqa,8192,1,AdaSnapKV,512,5056.1,3297.7,15.77,8070.3,6088.9
longbench,narrativeqa,8192,1,H2O,98,5056.1,5810.1,16.52,8070.3,6011.5
longbench,narrativeqa,8192,1,H2O,128,5056.1,2689.2,15.99,8070.3,6016.4
longbench,narrativeqa,8192,1,H2O,256,5056.1,5829.0,16.47,8070.3,6037.2
longbench,narrativeqa,8192,1,H2O,512,5056.1,5312.2,16.0,8070.3,6078.7
longbench,narrativeqa,8192,1,KiaOmni_σ8,98,5056.1,3863.9,16.05,8070.3,6011.5
longbench,narrativeqa,8192,1,KiaOmni_σ8,128,5056.1,4213.3,16.14,8070.3,6016.4
longbench,narrativeqa,8192,1,KiaOmni_σ8,256,5056.1,3909.0,16.12,8070.3,6037.2
longbench,narrativeqa,8192,1,KiaOmni_σ8,512,5056.1,3836.5,15.9,8070.3,6078.7
longbench,narrativeqa,8192,1,KiaOmni_Gaussian,98,5056.1,2825.6,15.93,8070.3,6011.5
longbench,narrativeqa,8192,1,KiaOmni_Gaussian,128,5056.1,2586.0,15.85,8070.3,6016.4
longbench,narrativeqa,8192,1,KiaOmni_Gaussian,256,5056.1,5559.0,16.19,8070.3,6037.2
longbench,narrativeqa,8192,1,KiaOmni_Gaussian,512,5056.1,3770.6,15.65,8070.3,6078.7
longbench,narrativeqa,8192,2,FullContext,98,4960.2,3496.2,6.01,8028.6,7254.7
longbench,narrativeqa,8192,2,FullContext,128,4960.2,3496.2,6.01,8028.6,7254.7
longbench,narrativeqa,8192,2,FullContext,256,4960.2,3496.2,6.01,8028.6,7254.7
longbench,narrativeqa,8192,2,FullContext,512,4960.2,3496.2,6.01,8028.6,7254.7
longbench,narrativeqa,8192,2,BlockSal,98,4960.2,452.8,11.04,8028.6,6011.2
longbench,narrativeqa,8192,2,BlockSal,128,4960.2,626.1,12.78,8028.6,6016.4
longbench,narrativeqa,8192,2,BlockSal,256,4960.2,1058.7,14.17,8028.6,6037.2
longbench,narrativeqa,8192,2,BlockSal,512,4960.2,1126.0,13.32,8028.6,6078.7
longbench,narrativeqa,8192,2,SnapKV,98,4960.2,5766.4,16.65,8028.6,6003.6
longbench,narrativeqa,8192,2,SnapKV,128,4960.2,5783.6,16.6,8028.6,6004.5
longbench,narrativeqa,8192,2,SnapKV,256,4960.2,2919.0,16.1,8028.6,6012.5
longbench,narrativeqa,8192,2,SnapKV,512,4960.2,1626.5,15.37,8028.6,6021.9
longbench,narrativeqa,8192,2,AdaSnapKV,98,4960.2,579.3,12.08,8028.6,6015.6
longbench,narrativeqa,8192,2,AdaSnapKV,128,4960.2,753.6,13.27,8028.6,6021.7
longbench,narrativeqa,8192,2,AdaSnapKV,256,4960.2,835.2,13.17,8028.6,6047.9
longbench,narrativeqa,8192,2,AdaSnapKV,512,4960.2,926.2,11.88,8028.6,6100.2
longbench,narrativeqa,8192,2,H2O,98,4960.2,572.1,12.23,8028.6,6011.5
longbench,narrativeqa,8192,2,H2O,128,4960.2,572.6,12.23,8028.6,6016.4
