source,task,ctx,trial_or_sample,policy,budget,sal_ms,gen_ms,tokens_per_sec,vram_sal_mb,vram_gen_mb
ruler,niah_single,4096,5,SnapKV,128,3805.9,1543.0,15.55,4967.5,4600.9
ruler,niah_single,4096,5,SnapKV,256,3805.9,539.3,14.83,4967.5,4610.0
ruler,niah_single,4096,5,SnapKV,512,3805.9,762.0,14.44,4967.5,4625.1
ruler,niah_single,4096,5,AdaSnapKV,98,3805.9,1066.6,15.0,4967.5,4620.0
ruler,niah_single,4096,5,AdaSnapKV,128,3805.9,679.6,14.72,4967.5,4629.3
ruler,niah_single,4096,5,AdaSnapKV,256,3805.9,714.8,13.99,4967.5,4669.4
ruler,niah_single,4096,5,AdaSnapKV,512,3805.9,888.7,12.38,4967.5,4749.5
ruler,niah_single,4096,5,H2O,98,3805.9,984.7,15.23,4967.5,4611.1
ruler,niah_single,4096,5,H2O,128,3805.9,936.0,14.96,4967.5,4617.8
ruler,niah_single,4096,5,H2O,256,3805.9,689.4,14.5,4967.5,4646.1
ruler,niah_single,4096,5,H2O,512,3805.9,821.9,13.38,4967.5,4702.9
ruler,niah_single,4096,5,KiaOmni_σ8,98,3805.9,736.4,14.94,4967.5,4611.1
ruler,niah_single,4096,5,KiaOmni_σ8,128,3805.9,741.5,14.83,4967.5,4617.8
ruler,niah_single,4096,5,KiaOmni_σ8,256,3805.9,774.8,14.2,4967.5,4646.1
ruler,niah_single,4096,5,KiaOmni_σ8,512,3805.9,843.0,13.05,4967.5,4702.9
ruler,niah_single,4096,5,KiaOmni_Gaussian,98,3805.9,4590.7,15.25,4967.5,4611.1
ruler,niah_single,4096,5,KiaOmni_Gaussian,128,3805.9,724.4,15.19,4967.5,4617.8
ruler,niah_single,4096,5,KiaOmni_Gaussian,256,3805.9,755.8,14.55,4967.5,4646.1
ruler,niah_single,4096,5,KiaOmni_Gaussian,512,3805.9,847.1,12.99,4967.5,4702.9
ruler,niah_single,4096,6,FullContext,98,3789.9,2019.1,4.46,4967.1,5511.1
ruler,niah_single,4096,6,FullContext,128,3789.9,2019.1,4.46,4967.1,5511.1
ruler,niah_single,4096,6,FullContext,256,3789.9,2019.1,4.46,4967.1,5511.1
ruler,niah_single,4096,6,FullContext,512,3789.9,2019.1,4.46,4967.1,5511.1
ruler,niah_single,4096,6,BlockSal,98,3789.9,1493.3,15.4,4967.1,4610.7
ruler,niah_single,4096,6,BlockSal,128,3789.9,598.8,15.03,4967.1,4617.8
ruler,niah_single,4096,6,BlockSal,256,3789.9,644.1,13.97,4967.1,4646.1
ruler,niah_single,4096,6,BlockSal,512,3789.9,689.1,13.06,4967.1,4702.9
ruler,niah_single,4096,6,SnapKV,98,3789.9,6287.7,15.59,4967.1,4600.2
ruler,niah_single,4096,6,SnapKV,128,3789.9,6249.8,15.68,4967.1,4601.4
ruler,niah_single,4096,6,SnapKV,256,3789.9,546.5,14.64,4967.1,4607.3
ruler,niah_single,4096,6,SnapKV,512,3789.9,622.9,14.45,4967.1,4619.1
ruler,niah_single,4096,6,AdaSnapKV,98,3789.9,1517.2,15.16,4967.1,4619.8
ruler,niah_single,4096,6,AdaSnapKV,128,3789.9,618.7,14.55,4967.1,4629.3
ruler,niah_single,4096,6,AdaSnapKV,256,3789.9,662.9,13.58,4967.1,4669.2
ruler,niah_single,4096,6,AdaSnapKV,512,3789.9,766.8,11.74,4967.1,4749.0
ruler,niah_single,4096,6,H2O,98,3789.9,1021.7,14.68,4967.1,4611.1
ruler,niah_single,4096,6,H2O,128,3789.9,1519.8,15.13,4967.1,4617.8
ruler,niah_single,4096,6,H2O,256,3789.9,638.1,14.11,4967.1,4646.1
ruler,niah_single,4096,6,H2O,512,3789.9,690.8,13.03,4967.1,4702.9
ruler,niah_single,4096,6,KiaOmni_σ8,98,3789.9,5575.4,15.6,4967.1,4611.1
ruler,niah_single,4096,6,KiaOmni_σ8,128,3789.9,627.2,14.35,4967.1,4617.8
ruler,niah_single,4096,6,KiaOmni_σ8,256,3789.9,633.4,14.21,4967.1,4646.1
ruler,niah_single,4096,6,KiaOmni_σ8,512,3789.9,684.5,13.15,4967.1,4702.9
ruler,niah_single,4096,6,KiaOmni_Gaussian,98,3789.9,1491.0,15.43,4967.1,4611.1
ruler,niah_single,4096,6,KiaOmni_Gaussian,128,3789.9,621.0,14.49,4967.1,4617.8
ruler,niah_single,4096,6,KiaOmni_Gaussian,256,3789.9,625.3,14.39,4967.1,4646.1
ruler,niah_single,4096,6,KiaOmni_Gaussian,512,3789.9,695.9,12.93,4967.1,4702.9
ruler,niah_single,4096,7,FullContext,98,3809.4,2053.2,4.87,4967.1,5511.1
ruler,niah_single,4096,7,FullContext,128,3809.4,2053.2,4.87,4967.1,5511.1
ruler,niah_single,4096,7,FullContext,256,3809.4,2053.2,4.87,4967.1,5511.1
ruler,niah_single,4096,7,FullContext,512,3809.4,2053.2,4.87,4967.1,5511.1
ruler,niah_single,4096,7,BlockSal,98,3809.4,1576.8,15.22,4967.1,4610.7
ruler,niah_single,4096,7,BlockSal,128,3809.4,675.4,14.81,4967.1,4617.8
ruler,niah_single,4096,7,BlockSal,256,3809.4,688.1,14.53,4967.1,4646.1
ruler,niah_single,4096,7,BlockSal,512,3809.4,772.6,12.94,4967.1,4702.9
ruler,niah_single,4096,7,SnapKV,98,3809.4,5743.5,15.67,4967.1,4600.2
ruler,niah_single,4096,7,SnapKV,128,3809.4,6251.8,15.68,4967.1,4601.6
ruler,niah_single,4096,7,SnapKV,256,3809.4,6125.0,15.51,4967.1,4607.1
ruler,niah_single,4096,7,SnapKV,512,3809.4,688.3,14.53,4967.1,4624.2
ruler,niah_single,4096,7,AdaSnapKV,98,3809.4,679.5,14.72,4967.1,4620.0
ruler,niah_single,4096,7,AdaSnapKV,128,3809.4,685.1,14.6,4967.1,4629.3
ruler,niah_single,4096,7,AdaSnapKV,256,3809.4,715.2,13.98,4967.1,4669.4
ruler,niah_single,4096,7,AdaSnapKV,512,3809.4,847.9,11.79,4967.1,4749.5
ruler,niah_single,4096,7,H2O,98,3809.4,983.9,15.25,4967.1,4611.1
ruler,niah_single,4096,7,H2O,128,3809.4,692.1,14.45,4967.1,4617.8
ruler,niah_single,4096,7,H2O,256,3809.4,683.0,14.64,4967.1,4646.1
ruler,niah_single,4096,7,H2O,512,3809.4,765.0,13.07,4967.1,4702.9
ruler,niah_single,4096,7,KiaOmni_σ8,98,3809.4,669.9,14.93,4967.1,4611.1
ruler,niah_single,4096,7,KiaOmni_σ8,128,3809.4,691.6,14.46,4967.1,4617.8
ruler,niah_single,4096,7,KiaOmni_σ8,256,3809.4,701.7,14.25,4967.1,4646.1
